"","country","year","web.cap","elec.cap","gdp.cap","sec.cap","ter.cap","edubux","fHIV","mHIV","tHIV","teenmom","contrac","ter.gdr","wrk.fem","pop"
"1058","Malawi",2011,3.33,NA,364.087772915548,33.8233795166016,0.814149975776672,14.9311800003052,4.5,2.6,11.4,NA,NA,64.886999130249,NA,15457531
"1059","Malawi",2010,2.26,8.7,359.579526836732,32.6524085998535,0.717199981212616,11.608099937439,4.8,2.8,12,25.6,46.1,61.6789996623993,NA,15013694
"1060","Malawi",2009,1.07,NA,345.194761444339,31.4504909515381,NA,NA,5.2,2.9,12.5,NA,NA,NA,NA,14573338
"1061","Malawi",2008,0.7,NA,302.497318952241,30.8970108032227,NA,NA,5.7,3.1,13.2,NA,NA,NA,NA,14138207
"1062","Malawi",2007,0.965864736553132,NA,265.99690752705,28.7369499206543,0.508430004119873,NA,6.2,3.4,13.8,NA,NA,50.8319973945618,NA,13713758
"1063","Malawi",2006,0.425137489606563,NA,234.212396051749,29.2779197692871,0.515030026435852,NA,6.7,3.6,14.5,NA,41,50.7499992847443,NA,13307535
"1064","Malawi",2005,0.384489334082782,NA,213.156674537549,27.7514991760254,0.492509990930557,NA,7.3,3.9,15.2,NA,NA,54.7760009765625,NA,12924746
"1065","Malaysia",2011,61,NA,10068.1072574254,67.2426605224609,35.974910736084,20.9770202636719,0.1,0.2,0.4,NA,NA,119.530999660492,38.6,28758968
"1066","Malaysia",2010,56.3,99.3,8754.24281962666,66.8807373046875,37.1345291137695,18.4062309265137,0.1,0.2,0.4,NA,NA,122.994995117188,39.3,28275835
"1067","Malaysia",2009,55.9,NA,7277.76275625651,65.505859375,35.7205085754395,18.4646301269531,0.1,0.2,0.4,NA,NA,118.518996238708,39.1,27790324
"1068","Malaysia",2008,55.8,NA,8460.39025347173,66.0508575439453,33.7100486755371,14.0386400222778,0.1,0.2,0.4,NA,NA,119.85399723053,39.2,27302348
"1069","Malaysia",2007,55.7,NA,7218.38660444419,66.1671981811523,30.2455196380615,16.1246604919434,0.1,0.2,0.4,NA,NA,120.455002784729,39,26813819
"1070","Malaysia",2006,51.6379889864403,NA,6179.63751094574,67.9661865234375,28.582670211792,16.745569229126,0.1,0.2,0.4,NA,NA,116.910994052887,38.7,26327098
"1071","Malaysia",2005,48.629170245984,NA,5553.94358208311,68.7170333862305,27.9155693054199,NA,0.1,0.2,0.4,NA,NA,124.300003051758,38.5,25843466
"1072","Maldives",2011,34,NA,6515.73702632783,NA,NA,17.6788597106934,0.1,0.1,0.1,NA,NA,NA,NA,331964
"1073","Maldives",2010,26.53,99.9,6552.48449066117,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA,40.5,325694
"1074","Maldives",2009,24.8,NA,6208.59551044415,NA,NA,17.5128002166748,0.1,0.1,0.1,2.1,34.7,NA,NA,319660
"1075","Maldives",2008,23.2,NA,6027.32427093964,NA,13.1812400817871,12.6197099685669,0.1,0.1,0.1,NA,NA,112.54700422287,NA,313843
"1076","Maldives",2007,16.3,NA,5002.54204894008,NA,11.3353796005249,12.746410369873,0.1,0.1,0.1,NA,NA,158.515000343323,NA,308239
